camera_id,packet_seq_num,msg_hdr_seq_nsec,t0_imgpub_sec,t0_imgpub_nsec,t1_segnode_cb_sec,t1_segnode_cb_nsec,t2_segnode_batchstart_sec,t2_segnode_batchstart_nsec,t3_segnode_respub_sec,t3_segnode_respub_nsec,t4_segsub_resrecv_sec,t4_segsub_resrecv_nsec,lat_imgpub_to_cb_ms,lat_cb_to_batch_start_ms,lat_batch_start_to_res_pub_ms,lat_res_pub_to_res_recv_ms,lat_segnode_cb_to_segsub_recv_ms,lat_total_e2e_ms,offset_T0_front_vs_left_ms,offset_T0_right_vs_left_ms,lost_pkts_since_last,total_lost_pkts_cam
right,111,105307702,15703,105307702,15703,105307702,15703,107291764,15703,113395759,15703,114513168,0.000,1.984,6.104,1.117,9.205,9.205,,,0,0
left,138,150261003,15703,150261003,15703,150261003,15703,152578249,15703,158335023,15703,159456069,0.000,2.317,5.757,1.121,9.195,9.195,,,0,0
front,163,168147037,15703,168147037,15703,168147037,15703,170021515,15703,175830802,15703,177050833,0.000,1.874,5.809,1.220,8.904,8.904,,,0,0
right,112,205282743,15703,205282743,15703,205282743,15703,207164997,15703,213510038,15703,215354607,0.000,1.882,6.345,1.845,10.072,10.072,,,0,0
left,139,250268816,15703,250268816,15703,250268816,15703,252624353,15703,258407802,15703,259682330,0.000,2.356,5.783,1.275,9.414,9.414,,,0,0
front,164,268263113,15703,268263113,15703,268263113,15703,270260657,15703,275970501,15703,276989445,0.000,1.998,5.710,1.019,8.726,8.726,,,0,0
right,113,305292453,15703,305292453,15703,305292453,15703,306990478,15703,313410581,15703,314589308,0.000,1.698,6.420,1.179,9.297,9.297,,,0,0
left,140,350268392,15703,350268392,15703,350268392,15703,352607121,15703,358391638,15703,359689775,0.000,2.339,5.785,1.298,9.421,9.421,,,0,0
front,165,368152738,15703,368152738,15703,368152738,15703,370068687,15703,375803620,15703,377759646,0.000,1.916,5.735,1.956,9.607,9.607,,,0,0
right,114,405339068,15703,405339068,15703,405339068,15703,407633645,15703,413692411,15703,414874536,0.000,2.295,6.059,1.182,9.535,9.535,,,0,0
left,141,450257065,15703,450257065,15703,450257065,15703,452603006,15703,458475932,15703,459848153,0.000,2.346,5.873,1.372,9.591,9.591,,,0,0
front,166,468174852,15703,468174852,15703,468174852,15703,469791182,15703,475598996,15703,476850347,0.000,1.616,5.808,1.251,8.675,8.675,,,0,0
right,115,505307887,15703,505307887,15703,505307887,15703,507227777,15703,513281883,15703,514391286,0.000,1.920,6.054,1.109,9.083,9.083,,,0,0
left,142,550276325,15703,550276325,15703,550276325,15703,552377094,15703,558691649,15703,560605694,0.000,2.101,6.315,1.914,10.329,10.329,,,0,0
front,167,568157574,15703,568157574,15703,568157574,15703,570032875,15703,575778485,15703,576880586,0.000,1.875,5.746,1.102,8.723,8.723,,,0,0
right,116,605312257,15703,605312257,15703,605312257,15703,607149142,15703,613148859,15703,614305512,0.000,1.837,6.000,1.157,8.993,8.993,,,0,0
left,143,650295352,15703,650295352,15703,650295352,15703,652389650,15703,658187046,15703,659431784,0.000,2.094,5.797,1.245,9.136,9.136,,,0,0
front,168,668151655,15703,668151655,15703,668151655,15703,670069338,15703,675972285,15703,677837715,0.000,1.918,5.903,1.865,9.686,9.686,,,0,0
right,117,705314665,15703,705314665,15703,705314665,15703,707007620,15703,712824950,15703,714020094,0.000,1.693,5.817,1.195,8.705,8.705,,,0,0
left,144,750252860,15703,750252860,15703,750252860,15703,752387826,15703,758168227,15703,759320345,0.000,2.135,5.780,1.152,9.067,9.067,,,0,0
front,169,768139877,15703,768139877,15703,768139877,15703,770160059,15703,775947230,15703,777124067,0.000,2.020,5.787,1.177,8.984,8.984,,,0,0
right,118,805333299,15703,805333299,15703,805333299,15703,807127321,15703,813259349,15703,814361113,0.000,1.794,6.132,1.102,9.028,9.028,,,0,0
left,145,850293261,15703,850293261,15703,850293261,15703,852551747,15703,858415191,15703,859597062,0.000,2.258,5.863,1.182,9.304,9.304,,,0,0
